# λ (nm)	photon flux (γ/s/cm^2/nm)
855.5	7.97648182487166e14
856.5	7.969002034114689e14
857.5	7.962896489867506e14
858.5	7.956755004649136e14
859.5	7.950577578459574e14
860.5	7.944694279179416e14
861.5	7.939093298658531e14
862.5	7.933457881389404e14
863.5	7.927788027372035e14
864.5	7.923549313166729e14
865.5	7.921224541053539e14
866.5	7.918873217253028e14
867.5	7.916495341765191e14
868.5	7.915270032219576e14
869.5	7.916529396249049e14
870.5	7.917770693893652e14
871.5	7.918993925153392e14
872.5	7.919906814832826e14
873.5	7.91937234197614e14
874.5	7.918815861724029e14
875.5	7.918237374076494e14
876.5	7.917636879033538e14
877.5	7.91497637656903e14
878.5	7.912289221694794e14
879.5	7.909575414410832e14
880.5	7.906834954717142e14
881.5	7.904064887958625e14
882.5	7.901267375781034e14
883.5	7.898443202708024e14
884.5	7.89559236873959e14
885.5	7.892214850544228e14
886.5	7.88841622294409e14
887.5	7.884588917737505e14
888.5	7.880732934924475e14
889.5	7.876258634458938e14
890.5	7.870309106180339e14
891.5	7.864326328644839e14
892.5	7.858310301852442e14
893.5	7.852261025803149e14
894.5	7.845125849692826e14
895.5	7.837955070718442e14
896.5	7.830748688879998e14
897.5	7.82350670417749e14
898.5	7.815369081322282e14
899.5	7.806769870300491e14
900.5	7.798132199130812e14
901.5	7.789456067813245e14
902.5	7.781103798299046e14
903.5	7.773521223686029e14
904.5	7.765902779020386e14
905.5	7.75824846430212e14
906.5	7.750558279531231e14
907.5	7.743312734822714e14
908.5	7.736068586318958e14
909.5	7.728789706445868e14
910.5	7.721476095203442e14
911.5	7.713964080604674e14
912.5	7.706259549510528e14
913.5	7.698519582877072e14
914.5	7.690744180704312e14
915.5	7.682890497836092e14
916.5	7.674431435558048e14
917.5	7.66593560060545e14
918.5	7.657402992978299e14
919.5	7.648833612676592e14
920.5	7.64084899217742e14
921.5	7.633261331041648e14
922.5	7.625639186084941e14
923.5	7.617982557307291e14
924.5	7.610334925879894e14
925.5	7.603093023195589e14
926.5	7.595817681847996e14
927.5	7.588508901837119e14
928.5	7.581166683162954e14
929.5	7.573218364830444e14
930.5	7.564784943643235e14
931.5	7.556315883450795e14
932.5	7.547811184253121e14
933.5	7.539270846050212e14
934.5	7.530725050187878e14
935.5	7.522143679913876e14
936.5	7.513526735228218e14
937.5	7.50487421613089e14
938.5	7.496761609133245e14
939.5	7.48944367565358e14
940.5	7.48209315897299e14
941.5	7.474710059091469e14
942.5	7.467294376009022e14
943.5	7.461104108558422e14
944.5	7.455198757612308e14
945.5	7.449264156795505e14
946.5	7.443300306108014e14
947.5	7.437337844408921e14
948.5	7.431520000953999e14
949.5	7.425673338782075e14
950.5	7.419797857893155e14
951.5	7.413893558287238e14
952.5	7.407960439964324e14
953.5	7.401708118851591e14
954.5	7.395334573525224e14
955.5	7.388931408046506e14
956.5	7.38249862241543e14
957.5	7.376244466895476e14
958.5	7.372068966867049e14
959.5	7.367868679880659e14
960.5	7.36364360593631e14
961.5	7.359393745034001e14
962.5	7.355314830736342e14
963.5	7.35151800164215e14
964.5	7.347697428459468e14
965.5	7.343853111188289e14
966.5	7.339985049828614e14
967.5	7.335837967131381e14
